English,Sinhala
Processing duration,සැකසීමේ කාලය
Categories of data subjects,දත්ත හිමිකරුවන්ගේ කාණ්ඩ
Processor personnel,සැකසුම්කරුගේ කාර්ය මණ්ඩලය
Completion of service,සේවාව සම්පූර්ණ කිරීම
Existing copies,පවතින පිටපත්
Fresh assessment,නව ඇගයීම
Processing methodology,සැකසුම් ක්‍රමවේදය
Associated risks,ආශ්‍රිත අවදානම්
Recommended safeguards,නිර්දේශිත ආරක්ෂණ ක්‍රියාමාර්ග
Interoperability,අන්තර්ක්‍රියාකාරීත්වය
Cross-border cooperation,දේශසීමා හරහා සහයෝගීතාව
Enforcement authority,බලපැවැත්වීමේ අධිකාරිය
Legal framework,නීතිමය රාමුව
Mechanism,යන්ත්‍රණය
Safeguarding,ආරක්ෂා කිරීම
Facilitate,පහසුකම් සැලසීම
Innovation,නවෝත්පාදනය
Consistency,අනුකූලතාව
Scope,විෂය පථය
Applicability,අදාළතාව
Circumstances,පරිස්ථිතීන්
Determination,තීරණය කිරීම
Exclusion,විරහිත කිරීම
Compliance,අනුකූලතාව
Schedule,උපලේඛනය
Consent-based processing,අනුමැතිය මත සැකසීම
Criminal investigation,අපරාධ විමර්ශනය
Explicit consent,පැහැදිලි අනුමැතිය
Further processing,අතිරේක සැකසීම
Statistical purpose,සංඛ්‍යාත්මක අරමුණ
Reasonable steps,සාධාරණ පියවර
Rectify,නිවැරදි කිරීම
Erase,මකා දැමීම
Identification capability,හඳුනාගැනීමේ හැකියාව
Security measure,ආරක්ෂණ ක්‍රියාමාර්ග
Organizational measure,සංවිධානමය ක්‍රියාමාර්ග
Access restriction,ප්‍රවේශ සීමා
Unauthorized access,අනුමැති නොලත් ප්‍රවේශය
Data loss,දත්ත නැතිවීම
Data destruction,දත්ත විනාශය
Transparent manner,පාරදෘශ්‍ය ආකාරය
Electronic format,විද්‍යුත් ආකෘතිය
Concise format,සංක්ෂිප්ත ආකෘතිය
Internal control,අභ්‍යන්තර පාලනය
Procedure,ක්‍රියා පටිපාටිය
Monitoring mechanism,නිරීක්ෂණ යන්ත්‍රණය
Complaint handling,පැමිණිලි හසුරුවීම
Inquiry,විමර්ශනය
Data breach detection,දත්ත උල්ලංඝනය හඳුනාගැනීම
Risk assessment,අවදානම් ඇගයීම
Safeguard implementation,ආරක්ෂණ ක්‍රියාමාර්ග ක්‍රියාත්මක කිරීම
Governance integration,පාලන සමග ඒකාබද්ධ කිරීම
Data subject rights,දත්ත හිමිකරුගේ අයිතිවාසිකම්
Right to object,විරෝධය දැක්වීමේ අයිතිය
Right to restriction,සීමා කිරීමේ අයිතිය
Right to confirmation,තහවුරු කිරීමේ අයිතිය
Written request,ලිඛිත ඉල්ලීම
Processing confirmation,සැකසීම තහවුරු කිරීම
Refusal justification,ප්‍රතික්ෂේප කිරීමට හේතු දැක්වීම
Public interest,මහජන හිතය
Criminal prosecution,අපරාධ නඩු පවරීම
Freedom of others,අන් අයගේ නිදහස
Identity verification,අනන්‍යතාව තහවුරු කිරීම
Additional verification,අතිරේක සත්‍යාපනය
Fee details,ගාස්තු විස්තර
Human intervention,මානව මැදිහත් වීම
Legal effect,නීතිමය බලපෑම
Review request,සමාලෝචන ඉල්ලීම
Appeal procedure,අභියාචනා ක්‍රියාවලිය
Authority decision,අධිකාරියේ තීරණය
Compliance audit,අනුකූලතා විගණනය
Sub-processor,උප සැකසුම්කරු
Contractual obligation,ගිවිසුම්මය වගකීම
Confidentiality clause,රහස්‍යතා කොන්දේසිය
Data return,දත්ත ආපසු ලබාදීම
Processing instruction,සැකසුම් උපදෙස්
Breach notification,උල්ලංඝන දැනුම්දීම
Notification requirement,දැනුම්දීමේ අවශ්‍යතාව
Affected individual,බලපෑමට ලක් වූ පුද්ගලයා
Risk mitigation,අවදානම් අඩු කිරීම
Evaluation process,ඇගයීමේ ක්‍රියාවලිය
Systematic evaluation,ක්‍රමවත් ඇගයීම
Publicly accessible area,පොදු ප්‍රවේශ ප්‍රදේශය
Telecommunication network,දුරකථන ජාලය
Processing impact,සැකසීමේ බලපෑම
Risk identification,අවදානම් හඳුනාගැනීම
Regulatory guideline,නියාමන මාර්ගෝපදේශය
Implementation measure,ක්‍රියාත්මක කිරීමේ පියවර
Compliance mechanism,අනුකූලතා යන්ත්‍රණය
Legal compliance,නීති අනුකූලතාව
Data governance,දත්ත පාලනය
Data Controller,දත්ත පාලකයා
Data Steward,දත්ත භාරකරු
Data Custodian,දත්ත රක්ෂකයා
Data Lifecycle,දත්ත ජීවන චක්‍රය
Data Minimization,දත්ත අවම කිරීම
Data Classification,දත්ත වර්ගීකරණය
Data Governance Framework,දත්ත පාලන රාමුව
Data Inventory,දත්ත ගබඩා ලැයිස්තුව
Data Mapping,දත්ත සිතියම්කරණය
Data Lineage,දත්ත උරුම පථය
Data Consolidation,දත්ත එකතු කිරීම
Data Segregation,දත්ත වෙන් කිරීම
Data Standardization,දත්ත සම්මත කිරීම
Data Normalization,දත්ත සාමාන්‍යකරණය
Data Validation,දත්ත සත්‍යාපනය
Data Cleansing,දත්ත පිරිසිදු කිරීම
Data Archiving,දත්ත සංරක්ෂණය
Data Disposal,දත්ත ඉවත් කිරීම
Data Recovery,දත්ත ප්‍රතිසාධනය
Data Portability Request,දත්ත මාරු ඉල්ලීම
Data Disclosure Log,දත්ත හෙළිදරව් ලොග්
Data Processing Register,දත්ත සැකසුම් ලේඛනය
Data Usage Policy,දත්ත භාවිත ප්‍රතිපත්තිය
Data Access Log,දත්ත ප්‍රවේශ ලොග්
Data Encryption Key,දත්ත සංකේතන යතුර
Data Decryption,දත්ත විකේතනය
Data Tokenization,දත්ත ටෝකනකරණය
Data Masking,දත්ත ආවරණය කිරීම
Data Obfuscation,දත්ත අපැහැදිලි කිරීම
Data Integrity Check,දත්ත අඛණ්ඩතා පරීක්ෂාව
Data Confidentiality Level,දත්ත රහස්‍ය මට්ටම
Data Availability,දත්ත ලබාගත හැකි බව
Data Exposure,දත්ත නිරාවරණය
Data Leakage,දත්ත පිටවීම
Data Sharing Agreement,දත්ත බෙදාගැනීමේ ගිවිසුම
Data Licensing,දත්ත බලපත්‍රය
Data Exchange,දත්ත හුවමාරුව
Data Interoperability,දත්ත අන්තර්ක්‍රියාකාරීත්වය
Data Synchronization,දත්ත සමමුහුර්තය
Data Replication,දත්ත ප්‍රතිනිර්මාණය
Data Indexing,දත්ත දර්ශක කිරීම
Data Query,දත්ත විමසුම
Data Filtering,දත්ත පෙරහන් කිරීම
Data Extraction,දත්ත උපුටා ගැනීම
Data Transformation,දත්ත පරිවර්තනය
Data Visualization,දත්ත දෘශ්‍යකරණය
Data Modeling,දත්ත ආකෘතිකරණය
Data Pipeline,දත්ත නාලිකාව
Data Warehouse,දත්ත ගබඩාගාරය
Data Lake,දත්ත සමුද්‍රය
Data Fabric,දත්ත රෙදිපිළි පද්ධතිය
Data Ecosystem,දත්ත පරිසරය
Data Ownership Rights,දත්ත හිමිකාරිත්ව අයිතිවාසිකම්
Data Sharing Consent,දත්ත බෙදාගැනීමේ අනුමැතිය
Data Retention Policy,දත්ත රඳවා තබාගැනීමේ ප්‍රතිපත්තිය
Data Breach Response,දත්ත උල්ලංඝන ප්‍රතිචාරය
Data Incident Report,දත්ත සිද්ධි වාර්තාව
Data Risk Profile,දත්ත අවදානම් පැතිකඩ
Data Risk Management,දත්ත අවදානම් කළමනාකරණය
Data Compliance Report,දත්ත අනුකූලතා වාර්තාව
Data Protection Framework,දත්ත ආරක්ෂණ රාමුව
Data Protection Strategy,දත්ත ආරක්ෂණ උපායමාර්ගය
Data Ethics,දත්ත නෛතිකතාව
Data Responsibility,දත්ත වගකීම
Data Accountability Framework,දත්ත වගකීම් රාමුව
Data Security Architecture,දත්ත ආරක්ෂණ ව්‍යුහය
Data Security Protocol,දත්ත ආරක්ෂණ ප්‍රොටෝකෝලය
Data Security Incident,දත්ත ආරක්ෂණ සිද්ධිය
Data Protection Compliance,දත්ත ආරක්ෂණ අනුකූලතාව
Data Protection Impact,දත්ත ආරක්ෂණ බලපෑම
Data Subject Consent,දත්ත හිමිකරුගේ අනුමැතිය
Data Subject Identification,දත්ත හිමිකරු හඳුනාගැනීම
Data Subject Verification,දත්ත හිමිකරු සත්‍යාපනය
Data Subject Notification,දත්ත හිමිකරු දැනුම්දීම
Data Subject Complaint,දත්ත හිමිකරු පැමිණිල්ල
Data Subject Appeal,දත්ත හිමිකරු අභියාචනය
Data Subject Access Log,දත්ත හිමිකරු ප්‍රවේශ ලොග්
Data Subject Request Handling,දත්ත හිමිකරු ඉල්ලීම් කළමනාකරණය
Data Subject Protection,දත්ත හිමිකරු ආරක්ෂාව
Interpretation section,අර්ථ විග්‍රහ කොටස
Commencement date,ආරම්භ දිනය
Applicability clause,අදාළතා කොන්දේසිය
Territorial scope,භූමිකාව පරාසය
Extraterritorial effect,දේශසීමා ඉක්මවන බලපෑම
Legislative intent,නීතිමය අරමුණ
Statutory obligation,නීතිගත වගකීම
Regulatory oversight,නියාමන අධීක්ෂණය
Enforcement mechanism,බලපැවැත්වීමේ යන්ත්‍රණය
Supervisory authority,අධීක්ෂණ අධිකාරිය
Designated officer,නියමිත නිලධාරියා
Appointed authority,පත් කළ අධිකාරිය
Prescribed manner,නියමිත ආකාරය
Prescribed form,නියමිත ආකෘතිය
Reasonable expectation,සාධාරණ අපේක්ෂාව
Legitimate expectation,නීත්‍යානුකූල අපේක්ෂාව
Good governance,හොඳ පාලනය
Public accountability,මහජන වගකීම්භාවය
Administrative function,පරිපාලන කාර්යය
Executive power,ක්‍රියාත්මක බලය
Delegated authority,පවරා දෙන ලද බලය
Statutory power,නීතිගත බලය
Legal sanction,නීතිමය දඩුවම
Monetary penalty,මුදල් දඩය
Administrative penalty,පරිපාලන දඩය
Remedial measure,ප්‍රතිකාරාත්මක ක්‍රියාමාර්ග
Preventive action,වැළැක්වීමේ ක්‍රියාමාර්ග
Risk threshold,අවදානම් සීමාව
Risk likelihood,අවදානම් හැකියාව
Risk severity,අවදානම් තීව්‍රතාව
Harm assessment,හානි ඇගයීම
Impact likelihood,බලපෑම් හැකියාව
Processing scale,සැකසීමේ පරිමාණය
Processing context,සැකසීමේ පසුබිම
Processing environment,සැකසීමේ පරිසරය
Data environment,දත්ත පරිසරය
Operational environment,මෙහෙයුම් පරිසරය
Security environment,ආරක්ෂණ පරිසරය
Data lifecycle stage,දත්ත ජීවන අවස්ථාව
Collection stage,එකතු කිරීමේ අවස්ථාව
Storage stage,ගබඩා අවස්ථාව
Processing stage,සැකසීමේ අවස්ථාව
Deletion stage,මකා දැමීමේ අවස්ථාව
Disposal stage,ඉවත් කිරීමේ අවස්ථාව
Access privilege,ප්‍රවේශ වරප්‍රසාද
User privilege,පරිශීලක වරප්‍රසාද
Privilege escalation,වරප්‍රසාද වැඩි කිරීම
Access limitation,ප්‍රවේශ සීමා කිරීම
Access monitoring,ප්‍රවේශ නිරීක්ෂණය
Access logging,ප්‍රවේශ සටහන් කිරීම
Security breach,ආරක්ෂණ උල්ලංඝනය
Security vulnerability,ආරක්ෂණ දුර්වලතාව
Threat vector,තර්ජන මාර්ගය
Attack surface,ප්‍රහාර පරාසය
Incident lifecycle,සිද්ධි ජීවන චක්‍රය
Incident classification,සිද්ධි වර්ගීකරණය
Incident escalation,සිද්ධි උද්ධමනය
Incident containment,සිද්ධි පාලනය
Incident resolution,සිද්ධි විසඳීම
Incident closure,සිද්ධි අවසන් කිරීම
Compliance status,අනුකූලතා තත්ත්වය
Compliance monitoring,අනුකූලතා නිරීක්ෂණය
Compliance verification,අනුකූලතා සත්‍යාපනය
Compliance reporting,අනුකූලතා වාර්තාකරණය
Audit trail,විගණන සටහන් මාර්ගය
Audit evidence,විගණන සාක්ෂි
Audit finding,විගණන සොයාගැනීම
Audit recommendation,විගණන නිර්දේශය
Audit compliance,විගණන අනුකූලතාව
Internal audit,අභ්‍යන්තර විගණනය
External audit,බාහිර විගණනය
Legal compliance audit,නීති අනුකූලතා විගණනය
Investigation authority,විමර්ශන අධිකාරිය
Investigative power,විමර්ශන බලය
Evidence gathering,සාක්ෂි එකතු කිරීම
Evidence evaluation,සාක්ෂි ඇගයීම
Legal proceeding,නීතිමය ක්‍රියාදාමය
Judicial process,අධිකරණ ක්‍රියාවලිය
Adjudication,තීරණය කිරීම
Enforcement action,බලපැවැත්වීමේ ක්‍රියාමාර්ග
Penalty imposition,දඩ පැනවීම
Legal redress,නීතිමය ප්‍රතිකාර
Compensation claim,වන්දි ඉල්ලීම
Liability determination,වගකීම් තීරණය
Offence classification,අපරාධ වර්ගීකරණය
Offence severity,අපරාධ තීව්‍රතාව
Criminal liability,අපරාධ වගකීම
Civil liability,සිවිල් වගකීම
Regulatory action,නියාමන ක්‍රියාමාර්ග
Regulatory enforcement,නියාමන බලපැවැත්වීම
Short title,කෙටි නාමය
Objectives,අරමුණු
Harm,හානිය
Resident,පදිංචිකරු
State,රාජ්‍යය
Citizen of Sri Lanka,ශ්‍රී ලංකා පුරවැසියා
Perpetual succession,අඛණ්ඩ පැවැත්ම
Common seal,පොදු මුද්‍රාව
Body corporate,සංස්ථාගත මණ්ඩලය
Powers,බලතල
Functions,කාර්යයන්
Constitutional Council,ආණ්ඩුක්‍රම ව්‍යවස්ථා සභාව
Nomination,නාමයෝජනාව
Fresh nomination,නව නාමයෝජනාව
Disqualification,නුසුදුසුකම
Entitlement,හිමිකම
Benefit,ප්‍රතිලාභය
Financial interest,මූල්‍යමය උනන්දුව
Valid reason,වලංගු හේතුව
Unsound mind,අසනීප මනස
Insolvent,බංකොලොත් පුද්ගලයා
Bankrupt,බංකොලොත්
Resignation,ඉල්ලා අස්වීම
Term of office,ධූර කාලය
Infirmity,දුර්බලතාව
Consecutive meetings,අඛණ්ඩ රැස්වීම්
Suspension,අත්හිටුවීම
Vacancy,පුරප්පාඩුව
Reappointment,නැවත පත් කිරීම
Deputy Chairman,නියෝජ්‍ය සභාපති
Summon meeting,රැස්වීම කැඳවීම
Quorum,ගණපූරණය
Majority vote,බහුතර ඡන්දය
Casting vote,තීරක ඡන්දය
Seal of Commission,කොමිෂන් සභාවේ මුද්‍රාව
Instrument,ලේඛනය
Affected person,බලපෑමට ලක් වූ පුද්ගලයා
Internet service provider,අන්තර්ජාල සේවා සපයන්නා
Internet intermediary,අන්තර්ජාල අතරමැදියා
Opportunity to respond,ප්‍රතිචාර දැක්වීමේ අවස්ථාව
Stop communication,සන්නිවේදනය නතර කිරීම
Disable access,ප්‍රවේශය අක්‍රීය කිරීම
Appropriate court,අදාළ අධිකරණය
Assistance of court,අධිකරණයේ සහාය
Recommendation,නිර්දේශය
Online portal,මාර්ගගත ද්වාරය
Falsity,අසත්‍යතාව
Dissemination,ප්‍රචාරණය
Code of practice,චර්යා සංග්‍රහය
Internet based service,අන්තර්ජාල පදනම් සේවාව
Social media website,සමාජ මාධ්‍ය වෙබ් අඩවිය
Purview,විෂය පථය
Movable property,චංචල දේපළ
Mortgage,උකස් කිරීම
Exchange,හුවමාරු කිරීම
Dispose,බැහැර කිරීම
Police assistance,පොලිස් සහාය
Staff member,කාර්ය මණ්ඩල සාමාජිකයා
Disciplinary control,විනය පාලනය
Consequential act,අනුගාමී ක්‍රියාව
False statement,අසත්‍ය ප්‍රකාශය
Public health,මහජන සෞඛ්‍යය
Ill-will,අහිතකර හැඟීම
Hostility,වෛරීභාවය
Class of persons,පුද්ගල පන්තිය
Wantonly,අවිචාරයෙන්
Maliciously,ද්වේෂ සහගතව
Religious worship,ආගමික වන්දනා
Religious ceremony,ආගමික උත්සවය
Religious belief,ආගමික විශ්වාසය
Visible representation,දෘශ්‍ය නිරූපණය
Deceived person,රැවටුණු පුද්ගලයා
Omission,නොකර හැරීම
Reputation harm,කීර්ති නාමයට හානිය
Public tranquillity,මහජන සන්සුන්භාවය
Target person,ඉලක්ක පුද්ගලයා
Related person,සම්බන්ධ පුද්ගලයා
Private information,පුද්ගලික තොරතුරු
Threatening effect,තර්ජනාත්මක බලපෑම
Alarming effect,භීතිය ඇති කරන බලපෑම
Distressing effect,පීඩාකාරී බලපෑම
Intimidating environment,බියගන්වන පරිසරය
Degrading environment,අවමන්කාරී පරිසරය
Hostile environment,වෛරී පරිසරය
Child abuse,ළමා අපයෝජනය
Abusive material,අපයෝජන ද්‍රව්‍ය
Pornographic nature,අසභ්‍ය ස්වභාවය
Bot alteration,බොට් වෙනස් කිරීම
Aggrieved person,අගතියට පත් පුද්ගලයා
Perceived communication,අවබෝධ වූ සන්නිවේදනය
Information officer,තොරතුරු නිලධාරියා
Identifying feature,හඳුනාගැනීමේ ලක්ෂණය
Universal Resource Locator,සාර්ව සම්පත් ස්ථානගතකය
Prescribed details,නියමිත විස්තර
User-generated content,පරිශීලකයන් විසින් ජනනය කරන අන්තර්ගතය
Short message service,කෙටි පණිවිඩ සේවාව
Multimedia messaging service,බහුමාධ්‍ය පණිවිඩ සේවාව
Live aural communication,සජීවී ශ්‍රව්‍ය සන්නිවේදනය
Computing resource service,ගණනීය සම්පත් සේවාව
Telecommunication service,දුරකථන සන්නිවේදන සේවාව
Material,ද්‍රව්‍ය
Initiated communication,ආරම්භ කළ සන්නිවේදනය
Modified content,වෙනස් කළ අන්තර්ගතය
Wrongful loss,අනීතික පාඩුව
Declaration expiry,ප්‍රකාශනය අවසන් වීම
Material particular,වැදගත් විස්තරය
Unique identifier,අද්විතීය හඳුනාගැනීම
Magistrate’s Court,මහේස්ත්‍රාත් අධිකරණය
Effective date,බලපැවැත්වෙන දිනය
Expiry date,අවසන් දිනය
Personal service,පුද්ගලික සේවය
Registered post,ලියාපදිංචි තැපෑල
Electronic means,විද්‍යුත් මාධ්‍ය
Email address,විද්‍යුත් තැපැල් ලිපිනය
Social media account,සමාජ මාධ්‍ය ගිණුම
Authorised person,අවසරලත් පුද්ගලයා
Show cause,හේතු දැක්වීම
Absolute order,අවසාන නියෝගය
Set aside,අහෝසි කිරීම
Cancellation,අවලංගු කිරීම
Publication date,පළ කළ දිනය
Parliament approval,පාර්ලිමේන්තු අනුමැතිය
Disapproval,අනුමැතිය නොලැබීම
Rescinded rule,අවලංගු කළ රීතිය
Regulation approval,නියාමන අනුමැතිය
Conflict of laws,නීති අතර ගැටුම
Automated task,ස්වයංක්‍රීය කාර්යය
Coordinated activity,සම්බන්ධීකෘත ක්‍රියාකාරකම
Mislead,නොමඟ යැවීම
Communicate,සන්නිවේදනය කිරීම
Transmit,ප්‍රේෂණය කිරීම
Distribute,බෙදාහැරීම
Share,බෙදාගැනීම
Generate,ජනනය කිරීම
Propagate,ප්‍රචාරණය කිරීම
Tagging,ටැග් කිරීම
Information processing capability,තොරතුරු සැකසුම් හැකියාව
Interconnected computers,අන්තර් සම්බන්ධිත පරිගණක
Incorrect statement,වැරදි ප්‍රකාශය
Untrue statement,අසත්‍ය ප්‍රකාශය
Intent to deceive,රැවටීමේ අරමුණ
Intent to mislead,නොමඟ යැවීමේ අරමුණ
Caution,අවවාදය
Imputation,අපවාදය
Account holder,ගිණුම් හිමිකරු
Payment consideration,ගෙවීම් ප්‍රතිලාභය
Legal person,නීතිමය පුද්ගලයා
Public access,මහජන ප්‍රවේශය
Online social interaction,මාර්ගගත සමාජ අන්තර්ක්‍රියාව
Moving image,චලන රූපය
Sound representation,ශබ්ද නිරූපණය
Symbol representation,සංකේත නිරූපණය
Combined representation,ඒකාබද්ධ නිරූපණය
Sinhala text,සිංහල පාඨය
Tamil text,දෙමළ පාඨය
Text inconsistency,පාඨ අතර අනනුකූලතාව
Obscene publication,අසභ්‍ය ප්‍රකාශනය
Sexual intercourse,ලිංගික සංසර්ගය
Restricted articles,සීමිත භාණ්ඩ
Cruelty to children,ළමුන්ට කෲරත්වය
Injuries caused,සිදු කළ තුවාල
Punishment schedule,දඬුවම් උපලේඛනය
Secured transaction,සුරක්ෂිත ගනුදෙනුව
Security right,සුරක්ෂණ අයිතිය
Collateral,උපබන්ධන දේපළ
Debtor,ණයගැතියා
Creditor,ණයහිමියා
Secured party,සුරක්ෂිත පාර්ශවය
Security agreement,සුරක්ෂණ ගිවිසුම
Registration authority,ලියාපදිංචි කිරීමේ අධිකාරිය
Security register,සුරක්ෂණ ලේඛනය
Competing security rights,තරඟකාරී සුරක්ෂණ අයිතිවාසිකම්
Priority,ප්‍රමුඛතාව
Chattel mortgage,චංචල දේපළ උකස
Conditional sale,කොන්දේසි සහිත විකිණීම
Debenture,ණයපත්‍රය
Fixed charge,ස්ථිර බර
Floating charge,චල බර
Pledge,ඇප තැබීම
Trust indenture,භාර ගිවිසුම් පත්‍රය
Trust receipt,භාර ලැබීම් පත්‍රය
Assignment,පවරාදීම
Consignment,භාර විකිණීම
Lease,බදු ගිවිසුම
Chattel paper,චංචල දේපළ පත්‍රය
Lien,අත්හිටුම් අයිතිය
Non-consensual lien,අනුමැතියකින් තොර අත්හිටුම් අයිතිය
Annuity contract,වාර්ෂික ගෙවීම් ගිවිසුම
Indemnity,අලාභ පූරණය
Unearned right,උපයා නොගත් අයිතිය
Immovable property,නිශ්චල දේපළ
Fixture,ස්ථිරව සවි කළ දේපළ
Business sale,ව්‍යාපාර විකිණීම
Intermediated securities,මැදිහත් සුරැකුම්පත්
Securities account,සුරැකුම්පත් ගිණුම
Perfection,පරිපූර්ණ කිරීම
Perfected security right,පරිපූර්ණ කළ සුරක්ෂණ අයිතිය
Unperfected security right,පරිපූර්ණ නොකළ සුරක්ෂණ අයිතිය
Subordination,අනුප්‍රමුඛ කිරීම
Judgment creditor,තීන්දුව ලැබූ ණයහිමියා
Notice of judgment,තීන්දු දැන්වීම
Insolvency proceeding,අපේක්ෂාභංග ක්‍රියාවලිය
Bankruptcy,බංකොලොත්භාවය
Liquidator,නිෂ්පාදක නිලධාරියා
Winding up order,විසුරුවා හැරීමේ නියෝගය
Transferee,පවරාගන්නා පාර්ශවය
Assignee,පවරාගන්නා
Assignor,පවරාදෙන පාර්ශවය
Delivery of collateral,උපබන්ධන දේපළ භාරදීම
Value given,වටිනාකම ලබාදීම
Signed agreement,අත්සන් කළ ගිවිසුම
Future advances,අනාගත අත්තිකාරම්
Personal assets,පුද්ගලික වත්කම්
Personal guarantee,පුද්ගලික ඇපය
Acquisition security right,අත්පත් කරගැනීමේ සුරක්ෂණ අයිතිය
Acceleration clause,වේගවත් ගෙවීම් කොන්දේසිය
Jeopardy,අවදානම
Reasonable care,සාධාරණ සැලකිල්ල
Preservation of collateral,උපබන්ධන දේපළ ආරක්ෂා කිරීම
Insurance coverage,රක්ෂණ ආවරණය
Additional security,අතිරේක සුරක්ෂණය
Fungible collateral,මාරු කළ හැකි උපබන්ධන දේපළ
Indebtedness,ණයබැඳීම
Terms of payment,ගෙවීම් කොන්දේසි
True copy,සත්‍ය පිටපත
Prescribed fee,නියමිත ගාස්තුව
Successor in interest,අයිතියේ අනුප්‍රාප්තිකයා
Order of compliance,අනුකූලතා නියෝගය
Temporary perfection,තාවකාලික පරිපූර්ණ කිරීම
Negotiable document,හුවමාරු කළ හැකි ලේඛනය
Bailee,භාරකරු
Proceeds,ලැබීම්
Appointed date,නියමිත දිනය
Institutional framework,ආයතනික රාමුව
Movable asset,චංචල වත්කම
Security interest,සුරක්ෂණ ආසක්තිය
Security notice,සුරක්ෂණ දැන්වීම
Registered notice,ලියාපදිංචි කළ දැන්වීම
Registration system,ලියාපදිංචි කිරීමේ පද්ධතිය
Register entry,ලේඛන ඇතුළත් කිරීම
Registration fee,ලියාපදිංචි ගාස්තුව
Search certificate,සෙවීම් සහතිකය
Notice registration,දැන්වීම් ලියාපදිංචිය
Amendment notice,සංශෝධන දැන්වීම
Discharge notice,නිදහස් කිරීමේ දැන්වීම
Continuation notice,දිගුවීමේ දැන්වීම
Collateral description,උපබන්ධන දේපළ විස්තරය
General description,සාමාන්‍ය විස්තරය
Serial number,අනුක්‍රමික අංකය
Registration number,ලියාපදිංචි අංකය
Debtor name,ණයගැතියාගේ නම
Secured party name,සුරක්ෂිත පාර්ශවයේ නම
Grantor,ප්‍රදායකයා
Secured obligation,සුරක්ෂිත බැඳීම
Payment obligation,ගෙවීම් බැඳීම
Performance obligation,කාර්යසාධන බැඳීම
Possessory right,භුක්ති අයිතිය
Possession perfection,භුක්තිය මගින් පරිපූර්ණ කිරීම
Registration perfection,ලියාපදිංචිය මගින් පරිපූර්ණ කිරීම
Priority rule,ප්‍රමුඛතා රීතිය
Priority dispute,ප්‍රමුඛතා ආරවුල
Purchase money security right,මිලදී ගැනීමේ මුදල් සුරක්ෂණ අයිතිය
Inventory collateral,බඩු තොග උපබන්ධන දේපළ
Equipment collateral,උපකරණ උපබන්ධන දේපළ
Accounts receivable,ලැබිය යුතු ගිණුම්
Document of title,හිමිකම් ලේඛනය
Negotiable instrument,හුවමාරු කළ හැකි පත්‍රය
Certified security,සහතික කළ සුරැකුම
Uncertified security,සහතික නොකළ සුරැකුම
Security entitlement,සුරක්ෂණ හිමිකම
Collateral proceeds,උපබන්ධන දේපළ ලැබීම්
Identifiable proceeds,හඳුනාගත හැකි ලැබීම්
Commingled proceeds,මිශ්‍ර වූ ලැබීම්
Cash proceeds,මුදල් ලැබීම්
Non cash proceeds,මුදල් නොවන ලැබීම්
Default,පැහැර හැරීම
Default remedy,පැහැර හැරීමේ පිළියම
Enforcement right,බලගැන්වීමේ අයිතිය
Repossession,නැවත භුක්තියට ගැනීම
Disposition of collateral,උපබන්ධන දේපළ බැහැර කිරීම
Commercially reasonable manner,වාණිජමය වශයෙන් සාධාරණ ආකාරය
Notice of disposition,බැහැර කිරීමේ දැන්වීම
Surplus amount,අතිරික්ත මුදල
Deficiency amount,අඩුපාඩු මුදල
Redemption right,මුදාගැනීමේ අයිතිය
Discharge of security right,සුරක්ෂණ අයිතිය නිදහස් කිරීම
Termination statement,අවසන් කිරීමේ ප්‍රකාශය
Court application,අධිකරණ ඉල්ලීම
Compliance order,අනුකූලතා නියෝගය
Failure to comply,අනුකූල නොවීම
Good faith purchaser,හොඳ විශ්වාසයෙන් මිලදීගත් පාර්ශවය
Ordinary course buyer,සාමාන්‍ය ව්‍යාපාරික ක්‍රියාවලියේ මිලදීගන්නා
Knowledge of security right,සුරක්ෂණ අයිතිය පිළිබඳ දැනුම
Control of collateral,උපබන්ධන දේපළ පාලනය
Custody of collateral,උපබන්ධන දේපළ භාරකාරත්වය
Collateral value,උපබන්ධන දේපළ වටිනාකම
Preservation expenses,ආරක්ෂණ වියදම්
Insurance cost,රක්ෂණ වියදම
Tax charge,බදු ගාස්තුව
Deficiency in coverage,ආවරණයේ අඩුපාඩුව
Additional collateral,අතිරේක උපබන්ධන දේපළ
Trustee,භාරකරු
Immediate successor,ක්ෂණික අනුප්‍රාප්තිකයා
Latest successor,නවතම අනුප්‍රාප්තිකයා
Notice period,දැන්වීම් කාලසීමාව
Reasonable excuse,සාධාරණ හේතුව
Incomplete response,අසම්පූර්ණ ප්‍රතිචාරය
Incorrect response,වැරදි ප්‍රතිචාරය
Free of charge,ගාස්තු රහිතව
Prevention of Frauds,වංචා වැළැක්වීම
Prevention of Frauds Ordinance,වංචා වැළැක්වීමේ ආඥාපනත
Amendment Act,සංශෝධන පනත
Chapter,අධිකාරය
Deed,ඔප්පුව
Relevant deed,අදාළ ඔප්පුව
Writing,ලිඛිතව
Executant,ලියා අත්සන් කරන්නා
Duly authorised person,යථා පරිදි බලය පැවරූ තැනැත්තා
Witnesses,සාක්ෂිකරුවන්
Licensed notary public,බලපත්‍රලාභී ප්‍රසිද්ධ නොතාරිස්වරයා
Presence,බිඳිරිපිටදී
Same time,එකවර
One another,එකිනෙකා
Attested,සහතික කළ
Notary,නොතාරිස්වරයා
Transfer deed,පැවරීමේ ඔප්පුව
Transferor,විකුණුම්කරු
